plant,target,target_col,item_code,item_name,unit,source_plants,nonzero_days,coverage,pearson_corr,spearman_corr,mix_adjusted_corr,abs_mix_adjusted_corr,activity_mean_when_nonzero,activity_p95,signal_level,candidate_level
남양주1,전력,전력량[kWh],219117,따옴바 딸기 기본믹스N,BT,"남양주1,남양주2",69,0.08394160583941605,0.01971874741368808,-0.003745208328895937,0.06939772447037659,0.06939772447037659,5.7101449275362315,10.0,Weak,Low
남양주1,전력,전력량[kWh],210417,C투대 클래식 기본믹스,BT,"남양주1,남양주2,김해",560,0.681265206812652,-0.033881232094542336,-0.015829140676122296,-0.06732692774243487,0.06732692774243487,9.555357142857142,16.0,Weak,Low
남양주1,전력,전력량[kWh],223536,(품명 미확인),-,,99,0.12043795620437957,0.0762925656098506,0.08145755247257842,0.06381183475969679,0.06381183475969679,15.808080808080808,21.0,Weak,Low
남양주1,전력,전력량[kWh],223568,대용량우유 믹스,BT,"남양주1,남양주2",96,0.11678832116788321,-0.0823562486378957,-0.10440048731863229,-0.06064331493296838,0.06064331493296838,9.458333333333334,17.0,Weak,Low
남양주1,전력,전력량[kWh],220007,참맛딸기믹스,BT,"남양주1,남양주2",579,0.7043795620437956,0.08642450888390418,0.1405664324721624,-0.060297192593990544,0.060297192593990544,14.525043177892918,17.0,Weak,Low
남양주1,전력,전력량[kWh],210474,요맘때 플레인바 믹스,BT,"남양주1,남양주2",117,0.14233576642335766,0.027572794231814725,-0.021330207599575823,0.05980727864474018,0.05980727864474018,5.811965811965812,11.0,Weak,Low
남양주1,전력,전력량[kWh],220022,쥬시쿨FINAL믹스,BT,"남양주1,남양주2,김해",620,0.754257907542579,0.18628899472577015,0.1964350491083573,0.059104670945032696,0.059104670945032696,26.020967741935483,44.0,Weak,Low
남양주1,전력,전력량[kWh],223548,990딸기믹스,BT,"남양주1,남양주2",155,0.18856447688564476,-0.13441634041910822,-0.17409289902496433,-0.05885374059852922,0.05885374059852922,11.30967741935484,15.0,Weak,Low
남양주1,전력,전력량[kWh],220150,요플레 플레인 화이트 믹스,BT,"남양주1,남양주2",548,0.6666666666666666,0.05565988333016906,0.040356827975208176,0.04975914154255541,0.04975914154255541,21.45985401459854,38.64999999999998,Weak,Low
남양주1,전력,전력량[kWh],210057,그라시아쿠키앤크림믹스,BT,"남양주1,남양주2,김해",176,0.2141119221411192,0.035169729451569334,0.020901978124508887,0.04764735156069755,0.04764735156069755,6.4772727272727275,12.0,Weak,Low
남양주1,전력,전력량[kWh],220019,유산균배양액,BT,"남양주1,남양주2,김해",149,0.18126520681265207,0.01955340465307964,0.026341234209557567,0.042925705859391004,0.042925705859391004,5.852348993288591,6.0,Weak,Low
남양주1,전력,전력량[kWh],220118,굿모닝저지방우유믹스,BT,"남양주1,남양주2",266,0.3236009732360097,0.1551002778769889,0.12323879570537387,0.04270036797854045,0.04270036797854045,9.665413533834586,15.0,Weak,Low
남양주1,전력,전력량[kWh],223543,무가당 바나나맛우유 믹스,BT,"남양주1,남양주2",194,0.2360097323600973,-0.12385548065505367,-0.17029096770646254,-0.04127060663792629,0.04127060663792629,25.288659793814432,42.0,Weak,Low
남양주1,전력,전력량[kWh],260042,유크림믹스,KG,"남양주1,남양주2,광주",388,0.4720194647201946,0.08310889568376967,0.09971964607209152,0.040481087453222354,0.040481087453222354,1667.0,2846.5,Weak,Low
남양주1,전력,전력량[kWh],213432,투게더 미니어쳐 기본믹스,BT,"남양주1,남양주2",238,0.2895377128953771,-0.001423549845099073,-0.02057296508841916,-0.0404732114617069,0.0404732114617069,3.3865546218487395,6.0,Weak,Low
남양주1,전력,전력량[kWh],260018,탈지유,KG,"남양주1,남양주2,광주",388,0.4720194647201946,0.09670045753921531,0.1102401064626271,0.03968382338863344,0.03968382338863344,17614.384020618556,26954.499999999996,Weak,Low
남양주1,전력,전력량[kWh],260016,생크림(냉동),KG,"남양주1,남양주2,광주",70,0.0851581508515815,0.04095999586129994,0.029963452960281883,0.03729863526838347,0.03729863526838347,2035.142857142857,3648.999999999999,Weak,Low
남양주1,전력,전력량[kWh],219116,따옴바 납작복숭아 기본믹스N,BT,"남양주1,남양주2",42,0.051094890510948905,0.01635287036635161,0.0034386209902509306,0.03109136866924844,0.03109136866924844,3.880952380952381,8.949999999999996,Weak,Low
남양주1,전력,전력량[kWh],251112,끌 치즈케익컵 기본믹스N,BT,"남양주1,남양주2",42,0.051094890510948905,0.06356360265320676,0.06874517611323948,0.030692342045269837,0.030692342045269837,2.5714285714285716,4.0,Weak,Low
남양주1,전력,전력량[kWh],223517,춘식이바나나 믹스,BT,"남양주1,남양주2",243,0.2956204379562044,0.05303303977139481,0.0572121990445402,0.030366158212549524,0.030366158212549524,11.045267489711934,15.0,Weak,Low
남양주1,전력,전력량[kWh],223546,요플레 제로 믹스,BT,"남양주1,남양주2",52,0.06326034063260341,-0.07601101484845746,-0.0857700865377906,-0.03024243622474641,0.03024243622474641,4.269230769230769,5.8999999999999915,Weak,Low
남양주1,전력,전력량[kWh],260039,살균유,KG,"남양주1,남양주2,광주",163,0.19829683698296838,0.020772347548346972,0.027859313933505284,0.025996778495717576,0.025996778495717576,30336.993865030676,47543.0,Weak,Low
남양주1,전력,전력량[kWh],223516,춘식이딸기 믹스,BT,"남양주1,남양주2",316,0.3844282238442822,0.0776296584913265,0.09782310017477792,0.02227334626862608,0.02227334626862608,12.281645569620252,15.0,Weak,Low
남양주1,전력,전력량[kWh],251043,끌 베리믹스바 믹스(M),BT,"남양주1,남양주2",95,0.11557177615571776,0.057034710134266704,0.04439176002773817,0.021008873249243838,0.021008873249243838,1.6842105263157894,3.0,Weak,Low
남양주1,전력,전력량[kWh],220006,바나나맛우유믹스,BT,"남양주1,남양주2,김해,논산",822,1.0,0.20714587728518402,0.1934854376395473,-0.020315604980533367,0.020315604980533367,98.82116788321167,133.0,Weak,Low
남양주1,전력,전력량[kWh],220183,바리스타밀크 믹스,BT,"남양주1,남양주2",374,0.45498783454987834,0.07717498424184896,0.10661125265743342,0.01166720018892086,0.01166720018892086,13.77807486631016,16.0,Weak,Low
남양주1,전력,전력량[kWh],251090,끌 쿠키앤초코바 믹스,BT,"남양주1,남양주2",84,0.10218978102189781,0.026400258547752336,0.04805390773749266,0.006838886218757727,0.006838886218757727,1.5952380952380953,3.0,Weak,Low
남양주1,전력,전력량[kWh],220025,쥬시쿨(파인)FINAL믹스,BT,"남양주1,남양주2",385,0.4683698296836983,0.13483862225473262,0.12415894891683615,-0.005071747721364622,0.005071747721364622,25.542857142857144,40.0,Weak,Low
남양주1,전력,전력량[kWh],213382,초코붕어싸만코 믹스,BT,"남양주1,남양주2",121,0.14720194647201945,-0.00699385557839165,-0.026675615568628443,-0.002779666029579559,0.002779666029579559,5.553719008264463,10.0,Weak,Low
남양주1,연료,연료량[N㎥],210376,(품)비비빅믹스,BT,"남양주1,남양주2,논산",554,0.6739659367396593,-0.5931167938266645,-0.6117395986500044,-0.5843603592206837,0.5843603592206837,9.453068592057761,16.0,Strong,High
남양주1,연료,연료량[N㎥],210405,V메로나믹스,BT,"남양주1,남양주2,김해,논산",573,0.6970802919708029,-0.48676550021359355,-0.5059208643680471,-0.47540122824043646,0.47540122824043646,14.015706806282722,22.0,Strong,High
남양주1,연료,연료량[N㎥],210198,요맘때 발효믹스,BT,"남양주1,남양주2,김해,논산",450,0.5474452554744526,-0.3136552395488959,-0.3186243891156416,-0.3191946167643961,0.3191946167643961,5.388888888888889,8.549999999999955,Moderate,Medium
남양주1,연료,연료량[N㎥],250071,더위사냥 커피 믹스 B,BT,"남양주1,남양주2,김해",374,0.45498783454987834,-0.3004094204805451,-0.3264811035993683,-0.29385436211093685,0.29385436211093685,12.83957219251337,24.0,Moderate,Medium
남양주1,연료,연료량[N㎥],223533,(품명 미확인),-,,49,0.05961070559610705,0.245390751455362,0.2563804796064848,0.25503021285055466,0.25503021285055466,16.79591836734694,21.0,Moderate,Watch
남양주1,연료,연료량[N㎥],223509,(품명 미확인),-,,46,0.05596107055961071,0.1951458948944118,0.2032780522334066,0.21244875659485446,0.21244875659485446,11.5,15.0,Moderate,Watch
남양주1,연료,연료량[N㎥],219144,(품명 미확인),-,,58,0.0705596107055961,-0.1817908043281347,-0.18136884238561818,-0.18885951421439814,0.18885951421439814,9.862068965517242,16.15,Weak,Watch
남양주1,연료,연료량[N㎥],219054,요맘때 플레인 콘 기본믹스,BT,"남양주1,남양주2",232,0.2822384428223844,-0.1794465964089982,-0.16570703426960254,-0.18018995458779602,0.18018995458779602,3.185344827586207,6.0,Weak,Watch
남양주1,연료,연료량[N㎥],210474,요맘때 플레인바 믹스,BT,"남양주1,남양주2",117,0.14233576642335766,-0.15183429688009867,-0.12247444232529035,-0.16247387049812825,0.16247387049812825,5.811965811965812,11.0,Weak,Watch
남양주1,연료,연료량[N㎥],213137,떡붕어싸만코 믹스,BT,"남양주1,남양주2,김해,논산",538,0.6545012165450121,-0.16469986348930118,-0.17647923519626965,-0.15528820521513848,0.15528820521513848,7.148698884758364,11.0,Weak,Watch
남양주1,연료,연료량[N㎥],223543,무가당 바나나맛우유 믹스,BT,"남양주1,남양주2",194,0.2360097323600973,-0.11525597505769972,-0.09819728830647333,-0.1484563158510516,0.1484563158510516,25.288659793814432,42.0,Weak,Low
남양주1,연료,연료량[N㎥],219091,요맘때딸기콘 요거트믹스,BT,"남양주1,남양주2",146,0.17761557177615572,-0.1284957553236913,-0.11168387901496171,-0.14371044696368543,0.14371044696368543,1.8904109589041096,5.0,Weak,Low
남양주1,연료,연료량[N㎥],220184,시유믹스,BT,"남양주1,남양주2",761,0.9257907542579076,0.04977421060205086,0.024374020761811003,0.13517541423255666,0.13517541423255666,31.11563731931669,54.0,Weak,Low
남양주1,연료,연료량[N㎥],223564,춘식이멜론 믹스,BT,"남양주1,남양주2",47,0.057177615571776155,-0.1217891642165159,-0.09163791413382637,-0.1327073148826342,0.1327073148826342,8.553191489361701,15.0,Weak,Low
남양주1,연료,연료량[N㎥],220182,(품명 미확인),-,,57,0.06934306569343066,0.08740190564049596,0.06602665475881173,0.12864141983294441,0.12864141983294441,12.052631578947368,16.199999999999996,Weak,Low
남양주1,연료,연료량[N㎥],213525,요맘때슈팅요거트믹스,BT,"남양주1,남양주2",131,0.15936739659367397,-0.12283745234687998,-0.10707215220309635,-0.12601460113962493,0.12601460113962493,2.015267175572519,3.5,Weak,Low
남양주1,연료,연료량[N㎥],223535,요플레 플레인 화이트 락토프리 믹스,BT,"남양주1,남양주2",87,0.10583941605839416,-0.11635152320250694,-0.11150610899104195,-0.12569678766935768,0.12569678766935768,3.5057471264367814,4.0,Weak,Low
남양주1,연료,연료량[N㎥],213526,요맘때슈팅소다믹스,BT,"남양주1,남양주2",126,0.15328467153284672,-0.11383603012215204,-0.09257364286134989,-0.11835717253209596,0.11835717253209596,2.142857142857143,5.0,Weak,Low
남양주1,연료,연료량[N㎥],219090,요맘때딸기콘 딸기믹스,BT,"남양주1,남양주2",93,0.11313868613138686,-0.0997192688888323,-0.09068345344384099,-0.11030879491259689,0.11030879491259689,1.8494623655913978,5.0,Weak,Low
남양주1,연료,연료량[N㎥],219117,따옴바 딸기 기본믹스N,BT,"남양주1,남양주2",69,0.08394160583941605,-0.0905847647998281,-0.0703590920420958,-0.10640266982221916,0.10640266982221916,5.7101449275362315,10.0,Weak,Low
남양주1,연료,연료량[N㎥],219116,따옴바 납작복숭아 기본믹스N,BT,"남양주1,남양주2",42,0.051094890510948905,-0.10086057509742173,-0.09769744365288119,-0.1057644111408809,0.1057644111408809,3.880952380952381,8.949999999999996,Weak,Low
남양주1,연료,연료량[N㎥],210494,요맘때 딸기바 믹스(N),BT,"남양주1,남양주2,김해,논산",194,0.2360097323600973,-0.09912593841131803,-0.0690420148803876,-0.10172431108841021,0.10172431108841021,6.881443298969073,12.0,Weak,Low
남양주1,연료,연료량[N㎥],222051,바나나맛우유(반제품),CS,"남양주1,남양주2",759,0.9233576642335767,-0.07463171138397348,-0.10170877855648433,-0.09400302932755096,0.09400302932755096,777.9209486166008,1440.0,Weak,Low
남양주1,연료,연료량[N㎥],210014,쿠앤크바믹스,BT,"남양주1,남양주2,김해,논산",206,0.25060827250608275,-0.08556066631403952,-0.07764100275311442,-0.08206473555100055,0.08206473555100055,7.810679611650485,12.0,Weak,Low
남양주1,연료,연료량[N㎥],223568,대용량우유 믹스,BT,"남양주1,남양주2",96,0.11678832116788321,-0.07079218100670913,-0.05420658730859655,-0.08027234032050494,0.08027234032050494,9.458333333333334,17.0,Weak,Low
남양주1,연료,연료량[N㎥],220006,바나나맛우유믹스,BT,"남양주1,남양주2,김해,논산",822,1.0,-0.13679670273686811,-0.13847663243646344,-0.07927813541914354,0.07927813541914354,98.82116788321167,133.0,Weak,Low
남양주1,연료,연료량[N㎥],220019,유산균배양액,BT,"남양주1,남양주2,김해",149,0.18126520681265207,0.08241019751194573,0.07357163943257436,0.07661383318668032,0.07661383318668032,5.852348993288591,6.0,Weak,Low
남양주1,연료,연료량[N㎥],223536,(품명 미확인),-,,99,0.12043795620437957,-0.07742884933142863,-0.0308923078784022,-0.07237670187547063,0.07237670187547063,15.808080808080808,21.0,Weak,Low
남양주1,연료,연료량[N㎥],223548,990딸기믹스,BT,"남양주1,남양주2",155,0.18856447688564476,-0.03913459442593971,-0.012910922094848837,-0.06767701259220595,0.06767701259220595,11.30967741935484,15.0,Weak,Low
남양주1,연료,연료량[N㎥],220183,바리스타밀크 믹스,BT,"남양주1,남양주2",374,0.45498783454987834,0.0436485736021123,0.034499908839042914,0.0668578072607102,0.0668578072607102,13.77807486631016,16.0,Weak,Low
남양주1,연료,연료량[N㎥],220114,쥬시쿨복숭아믹스,BT,"남양주1,남양주2,김해",502,0.610705596107056,-0.0712540468569412,-0.09290073521859579,-0.06667270814564398,0.06667270814564398,28.37051792828685,41.0,Weak,Low
남양주1,연료,연료량[N㎥],260042,유크림믹스,KG,"남양주1,남양주2,광주",388,0.4720194647201946,0.04807227951600177,0.04224052056969092,0.06403209191670149,0.06403209191670149,1667.0,2846.5,Weak,Low
남양주1,연료,연료량[N㎥],220090,바나나우유맛 라이트믹스,BT,"남양주1,남양주2",525,0.6386861313868614,-0.059336377983718804,-0.06856712625082403,-0.06328043364910765,0.06328043364910765,19.37142857142857,23.0,Weak,Low
남양주1,연료,연료량[N㎥],223517,춘식이바나나 믹스,BT,"남양주1,남양주2",243,0.2956204379562044,0.05423299698864617,-0.007322870759906151,0.06303915079737389,0.06303915079737389,11.045267489711934,15.0,Weak,Low
남양주1,연료,연료량[N㎥],260018,탈지유,KG,"남양주1,남양주2,광주",388,0.4720194647201946,0.03717691980263305,0.02586656747254591,0.05807551029262774,0.05807551029262774,17614.384020618556,26954.499999999996,Weak,Low
남양주1,연료,연료량[N㎥],210417,C투대 클래식 기본믹스,BT,"남양주1,남양주2,김해",560,0.681265206812652,0.046809577732635825,0.04913591018927037,0.056542687567458165,0.056542687567458165,9.555357142857142,16.0,Weak,Low
남양주1,연료,연료량[N㎥],223546,요플레 제로 믹스,BT,"남양주1,남양주2",52,0.06326034063260341,0.06655536925168415,0.059895186989398344,0.05162198541087397,0.05162198541087397,4.269230769230769,5.8999999999999915,Weak,Low
남양주1,연료,연료량[N㎥],213382,초코붕어싸만코 믹스,BT,"남양주1,남양주2",121,0.14720194647201945,0.05217490664525239,0.06379718637438789,0.05114240431389741,0.05114240431389741,5.553719008264463,10.0,Weak,Low
남양주1,연료,연료량[N㎥],220022,쥬시쿨FINAL믹스,BT,"남양주1,남양주2,김해",620,0.754257907542579,0.0013615018565914087,0.00016837057996060305,0.048857852635068234,0.048857852635068234,26.020967741935483,44.0,Weak,Low
남양주1,연료,연료량[N㎥],222052,바나나라이트(반제품),CS,"남양주1,남양주2",494,0.6009732360097324,-0.02357196093849919,-0.027415334668747914,-0.04576713015879847,0.04576713015879847,580.2570850202429,900.0,Weak,Low
남양주1,연료,연료량[N㎥],220118,굿모닝저지방우유믹스,BT,"남양주1,남양주2",266,0.3236009732360097,0.003957587098678887,0.007555979490744027,0.04471659117599875,0.04471659117599875,9.665413533834586,15.0,Weak,Low
남양주1,연료,연료량[N㎥],210511,엔초 믹스91(28),BT,"남양주1,남양주2",262,0.31873479318734793,-0.05246630759137312,-0.07643352011201317,-0.044279708072729136,0.044279708072729136,5.076335877862595,10.0,Weak,Low
남양주1,연료,연료량[N㎥],210347,(식)요맘때 복숭아 기본믹스,BT,"김해,논산",87,0.10583941605839416,-0.048730354453015615,-0.029961823579979913,-0.04338933478158849,0.04338933478158849,6.333333333333333,10.0,Weak,Low
남양주1,연료,연료량[N㎥],210057,그라시아쿠키앤크림믹스,BT,"남양주1,남양주2,김해",176,0.2141119221411192,-0.03927056493977524,-0.022112838896181212,-0.04247294007247783,0.04247294007247783,6.4772727272727275,12.0,Weak,Low
남양주1,연료,연료량[N㎥],220129,요플레 오리지널 믹스,BT,광주,386,0.46958637469586373,0.007204023097867345,-0.018179468410558758,0.04030201777780097,0.04030201777780097,34.94818652849741,56.0,Weak,Low
남양주1,연료,연료량[N㎥],251112,끌 치즈케익컵 기본믹스N,BT,"남양주1,남양주2",42,0.051094890510948905,-0.04998503818786268,-0.05944882191152456,-0.03893320819381211,0.03893320819381211,2.5714285714285716,4.0,Weak,Low
남양주1,연료,연료량[N㎥],220150,요플레 플레인 화이트 믹스,BT,"남양주1,남양주2",548,0.6666666666666666,0.03274104387822932,0.015312074488803794,0.03622908199730578,0.03622908199730578,21.45985401459854,38.64999999999998,Weak,Low
남양주1,연료,연료량[N㎥],251090,끌 쿠키앤초코바 믹스,BT,"남양주1,남양주2",84,0.10218978102189781,0.027367274157239312,-0.003101958811684344,0.03423386736762651,0.03423386736762651,1.5952380952380953,3.0,Weak,Low
남양주1,연료,연료량[N㎥],251043,끌 베리믹스바 믹스(M),BT,"남양주1,남양주2",95,0.11557177615571776,-0.043760738656785404,-0.022917211682570354,-0.031868039267161974,0.031868039267161974,1.6842105263157894,3.0,Weak,Low
남양주1,연료,연료량[N㎥],223516,춘식이딸기 믹스,BT,"남양주1,남양주2",316,0.3844282238442822,0.00945188162878407,-0.007822117630874642,0.028664302664441695,0.028664302664441695,12.281645569620252,15.0,Weak,Low
남양주1,연료,연료량[N㎥],220007,참맛딸기믹스,BT,"남양주1,남양주2",579,0.7043795620437956,-0.0714232253984106,-0.07849943231258891,-0.02845201089293159,0.02845201089293159,14.525043177892918,17.0,Weak,Low
남양주1,연료,연료량[N㎥],219100,슈크림 붕어싸만코 믹스,BT,"남양주1,남양주2",102,0.12408759124087591,0.03432359776494607,0.06852296901048086,0.028062782421151625,0.028062782421151625,5.715686274509804,10.0,Weak,Low
남양주1,연료,연료량[N㎥],251045,끌 쿠앤크바 믹스(M),BT,"남양주1,남양주2",165,0.20072992700729927,-0.026429964735400473,-0.05080533795321181,-0.027893748225266503,0.027893748225266503,1.6303030303030304,3.0,Weak,Low
남양주1,연료,연료량[N㎥],223271,요플레 그릭 마일드 믹스,BT,"남양주1,남양주2",311,0.37834549878345497,0.010639218769216072,0.06136913254836983,-0.027438893970074565,0.027438893970074565,12.90032154340836,31.0,Weak,Low
남양주1,연료,연료량[N㎥],219216,엔초 믹스N,BT,"남양주1,남양주2",55,0.06690997566909976,0.0046794316779403145,0.03956292643691385,-0.024910928555249557,0.024910928555249557,4.054545454545455,8.0,Weak,Low
남양주1,연료,연료량[N㎥],220025,쥬시쿨(파인)FINAL믹스,BT,"남양주1,남양주2",385,0.4683698296836983,-0.03407620132509461,-0.031790606716163614,0.012173780796062607,0.012173780796062607,25.542857142857144,40.0,Weak,Low
남양주1,연료,연료량[N㎥],260039,살균유,KG,"남양주1,남양주2,광주",163,0.19829683698296838,0.011907892792816855,0.01982637631867364,0.010952822554162526,0.010952822554162526,30336.993865030676,47543.0,Weak,Low
남양주1,연료,연료량[N㎥],260015,농축유,KG,"남양주1,남양주2,김해",492,0.5985401459854015,0.006420203802673249,0.013420989734173532,0.010248382440184946,0.010248382440184946,13417.174796747968,21153.8,Weak,Low
남양주1,연료,연료량[N㎥],260016,생크림(냉동),KG,"남양주1,남양주2,광주",70,0.0851581508515815,-0.011165467899932738,-0.052534000519392283,-0.009099733681538087,0.009099733681538087,2035.142857142857,3648.999999999999,Weak,Low
